Version	KoJaC2_v7r2	 ACFG	 INTERNAL 
182.0	182.46089	-58.2111497367162	36.73174525284368
183.0	183.46105	-41.73196779979642	46.450038381920784
184.0	184.46122	-36.65359081656969	53.96957304421827
185.0	185.46138	-38.49904094769851	58.32460972282874
186.0	186.46153	-22.13690139195865	57.607854387548876
187.0	187.46171	-77.60476192581537	11.637686028380845
188.0	188.4619	-83.50342103098258	-3.2641943236317292
189.0	189.46197	-84.91165023821291	14.528133026887538
190.0	190.46203	-64.29313719038298	29.35763263042204
191.0	191.46212	-40.19345394513779	48.99393289906037
192.0	192.46223	-37.54842491808191	52.63988448111018
193.0	193.46235	-41.899571052050106	55.9469804644889
194.0	194.46246	-14.023477835983073	69.49795707785206
195.0	195.46253	-26.45657267885789	67.62105204957517
196.0	196.46255	-19.08089567277309	67.59080995012441
197.0	197.46254	-18.701014550811976	61.99792531508496
198.0	198.4625	-6.653771943156528	67.51518755835886
199.0	199.46241	-8.385700675199049	67.05849105658487
200.0	200.46212	6.734138270181119	65.56000261653203
201.0	201.46181	0.1255446952083901	62.80592265043185
202.0	202.46136	29.642289026994202	66.5906391452528
203.0	203.46068	44.814476218885204	65.44685278630169
204.0	204.46002	44.23761734175041	60.526508751486176
205.0	205.45944	49.49934246714259	71.9055930795369
206.0	206.45894	54.94639327807812	66.74711084549276
207.0	207.45852	65.9087160984175	75.35799129421277
208.0	208.45816	64.25071034401702	72.47864504035088
209.0	209.45784	59.6812960187401	69.36424585690848
210.0	210.45759	81.63202836789519	71.59242814747779
211.0	211.45738	80.18097234605295	76.08878412093836
212.0	212.45718	101.89211470074036	73.83620087395812
213.0	213.45702	102.84175760700354	75.40246981827597
214.0	214.4569	123.07028600412238	82.91980491182927
215.0	215.45684	116.2096378666232	77.98184237199666
216.0	216.45689	126.2789628530345	82.04896167550494
217.0	217.45708	120.51255107736574	81.426649229927
218.0	218.45735	127.6967767762546	80.71764179418223
219.0	219.4576	116.79720521331811	74.43873283839997
220.0	220.45785	134.7067939439573	93.57532108482516
221.0	221.45809	178.27005791220276	132.9783330190391
222.0	222.45833	180.87324738211194	137.13212088595185
223.0	223.45858	178.1126961130704	134.74056955741364
224.0	224.45881	178.34703208699617	139.8650637745529
225.0	225.45902	177.44668476429803	133.77503745647667
226.0	226.45918	188.33198172394714	144.41484838555624
227.0	227.45928	198.0904434158184	142.3428976208732
228.0	228.45937	199.58961529061435	143.43496616823475
229.0	229.45947	213.3672712788923	143.58726455122527
230.0	230.45958	203.57781194539666	140.9494354231644
231.0	231.45967	217.23632400363925	146.75526515050325
232.0	232.45976	229.43527660331742	155.03813964649396
233.0	233.45983	229.83295004611068	151.6162738213486
234.0	234.4599	217.82994401838295	139.75507808582893
235.0	235.45997	230.75923645527868	149.95244198759946
236.0	236.46002	231.82054188452787	154.9395853288001
237.0	237.46007	230.8967723966274	154.01894489310067
238.0	238.4601	222.75691366173632	147.57971786912552
239.0	239.46012	201.13279237398928	143.44446402939954
240.0	240.46017	181.6072893982702	150.89968272867387
241.0	241.46023	98.3135766384361	150.2879270135433
242.0	242.46032	66.4461327905161	151.72737111414713
243.0	243.46045	50.3215597940311	148.65951433869162
244.0	244.4606	35.651471271877895	145.68107247209062
245.0	245.46075	39.58731459005665	147.74616198971603
246.0	246.4609	29.359477784040326	146.82722656111318
247.0	247.46107	73.43704048435166	152.330680250962
248.0	248.46127	98.23975476589948	157.1296988933217
249.0	249.46135	83.49983120873952	159.41702817232905
250.0	250.46139	56.30202395626538	152.45478790900736
251.0	251.46148	50.61280310245528	155.4492100633699
252.0	252.46158	31.238043324800174	148.78495916090574
253.0	253.46169	18.05652966204751	143.93865506103006
254.0	254.46179	18.65119769493991	152.99137867746023
255.0	255.4619	24.3706138424237	153.06839335390882
256.0	256.46198	33.52062391086865	170.44827072738462
257.0	257.46201	16.373716286455227	153.61300579310176
258.0	258.46201	56.56483444981294	152.5436405356444
259.0	259.46185	4.233926583384915	137.799228638904
260.0	260.46157	1.1646335266261763	136.66042491186747
261.0	261.46127	-19.61011006593145	124.56573281971473
262.0	262.46078	-36.32851955164157	109.96920278821948
263.0	263.46011	-50.77799330974015	90.51038347092616
264.0	264.45946	-54.499669221369295	86.26496945023179
265.0	265.45894	-51.69480543152926	87.1817328850851
266.0	266.45849	-55.4638983427667	92.64452466238598
267.0	267.45811	-71.40501601180195	91.04760099801621
268.0	268.4578	-58.302345166304356	97.4393672354354
269.0	269.45753	-67.50598186979775	89.64918221826808
270.0	270.45732	-62.511599051993954	97.28673823770747
271.0	271.45714	-86.21959766529848	77.75029416577073
272.0	272.457	-99.87126017053663	69.83650377902933
273.0	273.45689	-116.18835611523377	56.95663720993159
274.0	274.45684	-123.96444531040785	51.777074393629505
275.0	275.45688	-128.2043759201912	53.39160566663737
276.0	276.45711	-119.53639324266474	52.00384277653055
277.0	277.45743	-128.21998586067696	51.51273258751103
278.0	278.4577	-128.48335863497763	52.66930740026437
279.0	279.45797	-122.33057769753802	51.80840082157839
280.0	280.45826	-115.14944235255416	58.69074857143823
281.0	281.45854	-156.7563426782337	48.571431937917026
282.0	282.4588	-167.93556599780288	61.89382968992052
283.0	283.45903	-182.44248687311423	51.149890662400054
284.0	284.45923	-182.04456257834116	59.713524804669454
285.0	285.45936	-215.04027311955358	48.65909065604274
286.0	286.45949	-191.86596051022383	64.92402627702003
287.0	287.45961	-216.10723816942266	53.75369323156663
288.0	288.45974	-218.4192827343623	56.381064941379925
289.0	289.45987	-214.30455417494483	59.66496803135485
290.0	290.45999	-218.40445732139497	57.95136606604459
291.0	291.4601	-230.84226800067503	59.609019229487814
292.0	292.4602	-247.4493676274148	44.798172129630686
293.0	293.4603	-233.81197684967728	61.12345069924868
294.0	294.46038	-237.11766676117685	58.25465146301512
295.0	295.46046	-236.12934729563258	70.79875150176626
296.0	296.46054	-239.04262101663508	55.61521120377166
297.0	297.46059	-242.15219482516585	64.48503707726346
298.0	298.46065	-243.73691341338105	59.42066695511968
299.0	299.4607	-231.3046613105811	60.77860562593622
300.0	300.46077	-188.50733695429957	58.064657770617124
301.0	301.46085	-86.02454212356903	59.292345298949066
302.0	302.46097	-51.00888925275453	59.4684204511113
303.0	303.46112	-36.76414458773423	60.128204368559125
304.0	304.46128	-25.20223955048271	64.25604748309517
305.0	305.46144	-21.324005045733564	59.671926856286184
306.0	306.4616	-20.658147466616906	62.85883249176254
307.0	307.46176	-79.35193717151759	57.110160407507045
308.0	308.46195	-95.82954602636542	64.76186642135691
309.0	309.462	-79.37637687719808	63.98001564064096
310.0	310.46204	-42.9637642930589	72.07974691226283
311.0	311.46213	-53.28156504018652	64.67276856418017
312.0	312.46226	-36.39469976246949	69.07101226660372
313.0	313.46238	-22.079084256545087	69.10053920834191
314.0	314.46248	-17.17749236882156	66.44610058377228
315.0	315.46256	-24.08063692016271	68.06602178073472
316.0	316.46258	-15.638930609604287	64.8428514431494
317.0	317.46256	-6.880586786818185	77.76309842435148
318.0	318.46253	-20.075518319838288	71.60901991030364
319.0	319.46244	0.6592187978439057	72.88883097773206
320.0	320.46215	5.6387182270698295	74.90108257208153
321.0	321.46184	1.7657184188813206	75.88557269270459
322.0	322.46139	36.421379552781254	79.73483983754996
323.0	323.46072	54.9145376246654	83.81147549552901
324.0	324.46004	57.85187805287911	82.18214689716515
325.0	325.45945	45.952818039318196	78.55090059119351
326.0	326.45895	57.14387674136359	81.21962469636713
327.0	327.45853	67.73486069420828	80.14904206792025
328.0	328.45817	67.40850378478326	82.13464841236417
329.0	329.45786	65.86766674430154	83.81832359940462
330.0	330.4576	75.49055665553868	85.4603307691956
331.0	331.45739	96.56158159114247	90.72249499617541
332.0	332.45718	73.23187396602431	88.11408373269336
333.0	333.45702	104.76239816722547	90.32263680009964
334.0	334.4569	120.49004218828078	92.05290571284222
335.0	335.45683	108.15662871504925	88.65098716575385
336.0	336.45687	131.0096006212689	101.33461567600817
337.0	337.45708	125.79337154899459	95.9450347811486
338.0	338.45735	118.67891409070587	94.88690883021974
339.0	339.45758	122.83066362939381	93.85155206625986
340.0	340.45783	134.0859293923016	94.24353184025411
341.0	341.45807	181.30162761135	94.35547887573061
342.0	342.45834	175.05996622651062	94.03777782652473
343.0	343.45858	177.58697744261022	91.35460275608153
344.0	344.45882	185.15433626399934	95.5530374567351
345.0	345.45903	189.20291636378337	106.24079508064982
346.0	346.45916	186.06625953902864	102.11072183977744
347.0	347.45927	195.76053710605507	109.77960426261203
348.0	348.45938	198.5681579109935	116.72997856355597
349.0	349.45948	220.65797489465749	121.82920396265901
350.0	350.45958	205.76607781177273	116.80582110761814
351.0	351.45968	204.55415614894514	124.3818736021
352.0	352.45976	232.13041417702084	132.25446582941234
353.0	353.45982	228.82087449319062	134.9461386652495
354.0	354.45989	227.20294353763094	135.77573105400697
355.0	355.45995	245.7707061235223	137.5863508606944
356.0	356.46	234.7558172991145	145.08859482552907
357.0	357.46005	240.22186646916893	138.7700862060426
358.0	358.46009	238.05500582628258	135.5042801052404
359.0	359.46012	222.52366749272542	119.42483208436668
360.0	360.46017	183.07716966066195	89.97398325194906
