Version	KoJaC2_v7r2	 ACFG	 INTERNAL 
182.0	182.4206	-37.57474666094826	-20.453653958660922
183.0	183.42063	-25.277125458503974	-7.2180924988939585
184.0	184.42065	-28.676877999661095	-4.334343310365315
185.0	185.42065	-27.801976384877786	-1.8680964080376163
186.0	186.42065	-20.792594032248786	6.252820324119019
187.0	187.42067	-29.076715320711862	-0.7514626461684852
188.0	188.42069	-29.949965370112444	-1.7547479036727647
189.0	189.42071	-24.534663711722075	3.8967955986990455
190.0	190.42073	-33.762916401423944	-5.050465450298697
191.0	191.42076	-29.52516811471785	0.8416198089927578
192.0	192.42079	-26.142672839576583	3.789930253422378
193.0	193.42083	-17.366220225329023	12.52320793766452
194.0	194.42086	-19.582015830439353	11.3495489965944
195.0	195.42089	-14.06224516718035	17.728207111964085
196.0	196.42093	-27.191194568643414	5.5155019700242205
197.0	197.42097	-18.655246924106493	14.56191863045095
198.0	198.42101	-8.921955071104703	24.645372625081958
199.0	199.42104	0.8616829745193828	34.16592998605944
200.0	200.42105	-7.541903181538913	26.043275227113142
201.0	201.42107	2.216980122129129	34.91800794279705
202.0	202.42109	-9.183167956112712	23.922609634214115
203.0	203.4211	-5.234243807233186	25.422934553691423
204.0	204.42109	3.9233748043457695	28.087752615925574
205.0	205.42106	0.13716358171170384	29.296018770923133
206.0	206.42102	1.4620113262459	29.225827195197613
207.0	207.42097	2.3325484028756014	30.96910982847882
208.0	208.42091	11.9638612451633	37.30937709603068
209.0	209.42083	0.4776021654767107	28.051170635455094
210.0	210.42074	8.627873163020748	33.418512731900606
211.0	211.42063	19.704524950369624	40.18161903856016
212.0	212.42055	6.346241605583559	26.832656293768412
213.0	213.42045	3.4320959631118475	29.76221942015744
214.0	214.42034	18.193017652975612	44.30843924574103
215.0	215.42024	19.132449107661024	39.329425943769515
216.0	216.42016	20.054399699256596	40.38738827637315
217.0	217.42011	15.901835089348879	41.318457009782634
218.0	218.42008	18.25736381590086	40.86546002225476
219.0	219.42006	66.32898234660392	81.73175375836705
220.0	220.42004	68.2223958444037	80.77200222390655
221.0	221.42004	71.38884701544184	80.7060582931961
222.0	222.42006	57.840133529896086	78.52272788708267
223.0	223.42009	60.41636839490741	77.90560346352149
224.0	224.42012	64.91262828151729	78.43793310943092
225.0	225.42013	64.11846798128465	73.64233890063635
226.0	226.42014	73.27985458965773	85.7127450281141
227.0	227.42016	64.06221001160148	84.64684851671883
228.0	228.4202	65.87462948275079	78.96778213706179
229.0	229.42023	65.33801989718327	78.47939368235012
230.0	230.42027	59.8712188824682	78.60558739195066
231.0	231.42029	70.39347693825174	78.62751026452779
232.0	232.42032	70.60808986250176	78.62840831430607
233.0	233.42034	66.02683380039659	78.65856189670781
234.0	234.42038	60.72074185907307	78.64523227972013
235.0	235.42043	54.925071992344904	75.95147224019337
236.0	236.42047	49.221456463114826	74.87996131398228
237.0	237.42049	58.33174616722212	82.36108942652892
238.0	238.42052	41.97305308280811	66.8458869570023
239.0	239.42054	67.16202263022899	94.03268892780748
240.0	240.42058	41.40341936325745	85.87343637558422
241.0	241.42061	33.40484532246694	83.15957249547616
242.0	242.42065	26.951348928445157	80.11579013788173
243.0	243.42068	16.191124386987365	72.41236258692321
244.0	244.42071	33.9594565934018	92.78623618323651
245.0	245.42071	21.669518317424576	86.83663876473956
246.0	246.42072	27.856226799926553	87.60795176420592
247.0	247.42074	27.44964068233547	88.00403228135406
248.0	248.42075	21.175814541504664	88.25403094107072
249.0	249.42077	22.970801594695484	87.83702234010478
250.0	250.42079	19.706704057728356	88.30191899179847
251.0	251.42082	18.73459633432871	87.83931756277731
252.0	252.42087	17.50544063914736	88.35079715859665
253.0	253.42093	17.970654132198106	88.90452964666447
254.0	254.42098	27.928210708467525	90.13919090758012
255.0	255.42102	13.397871265933132	90.05498625860048
256.0	256.42106	22.45707970931563	90.84631796985698
257.0	257.42111	7.535706444141639	90.78319075464773
258.0	258.42115	16.03211745971435	90.71857719563451
259.0	259.42119	16.16442943833466	90.76576952620336
260.0	260.4212	10.659725066981302	90.58415434681022
261.0	261.42118	10.537382033861974	90.77720582038246
262.0	262.42115	3.073007068440802	90.25937333162408
263.0	263.42113	1.515226298085124	88.1871263216154
264.0	264.4211	-5.919531546231204	89.72687824018627
265.0	265.42107	0.7949496129299336	90.20020488101656
266.0	266.42103	-10.24125958354532	88.22062337846067
267.0	267.421	-4.206276984394231	88.05559435352168
268.0	268.42096	-0.49216537982821507	87.57196601580729
269.0	269.42089	-17.03609427918725	86.02036196815163
270.0	270.42081	-17.558223746185824	81.94109112633203
271.0	271.4207	-7.945942977268828	84.02676636399467
272.0	272.42057	-16.30452308695723	83.19290466642255
273.0	273.42043	-17.49005830347558	82.3295826170572
274.0	274.42028	-19.755717024152307	81.66825164465409
275.0	275.42018	-30.37997613552062	72.26830135883756
276.0	276.42011	-24.236632928468257	79.49643424694176
277.0	277.42009	-21.723714391626935	80.76640985346442
278.0	278.42009	-20.322200913071544	77.96061126409847
279.0	279.4201	-49.056751438331816	77.96390170654847
280.0	280.42011	-62.84916476089252	75.68377099594889
281.0	281.42011	-71.19677876301542	74.80340486435088
282.0	282.4201	-65.35279587191073	74.74167563416457
283.0	283.4201	-67.98670629114687	72.96764659893871
284.0	284.42012	-68.54857968071032	71.8889326745347
285.0	285.42014	-70.28190151124141	70.05391121287664
286.0	286.42015	-69.42411994084331	71.86787621759375
287.0	287.42015	-72.66055247027847	70.83220392521412
288.0	288.42016	-71.6101385294609	70.02710979679306
289.0	289.42017	-60.080868857544395	69.53543370858827
290.0	290.42019	-64.78679545959923	68.90848129429189
291.0	291.42022	-74.51814509316178	67.59025647867836
292.0	292.42024	-63.57203195467055	67.7878906683513
293.0	293.42028	-64.30418078706971	66.99036090116786
294.0	294.42032	-67.01534748022412	66.62368152456847
295.0	295.42036	-66.69187723540148	66.32248221054058
296.0	296.42039	-58.29551385610587	66.01131717456745
297.0	297.42041	-70.10663716353054	64.40667086504862
298.0	298.42044	-57.94938797910208	64.5458988559439
299.0	299.42048	-46.94499842523971	63.8405110203653
300.0	300.42052	-44.61456222082299	62.9335620901107
301.0	301.42057	-30.69904213187499	63.52772835991853
302.0	302.42059	-23.112311347842294	63.05905366794688
303.0	303.42063	-35.12776538331828	62.63946531085502
304.0	304.42067	-15.041545417657844	62.18193480099393
305.0	305.42069	-28.411613467854323	61.832976506063765
306.0	306.4207	-27.186555725473134	61.519366321483645
307.0	307.4207	-22.795471475786783	61.061305496040404
308.0	308.4207	-28.958629753552582	60.74459507655106
309.0	309.4207	-16.791221384106645	60.397920901038574
310.0	310.42071	-22.14071888403131	60.137031176952526
311.0	311.42073	-19.904564096772006	60.091448469057966
312.0	312.42076	-25.49103246596765	59.902359608742664
313.0	313.4208	-26.48361642216657	59.49918519041378
314.0	314.42085	-21.938089577624535	59.06607937059003
315.0	315.42091	-25.17698110194075	58.66989033991685
316.0	316.42097	-17.618920793383833	58.55858903438093
317.0	317.42101	-9.892748909258865	58.566501811439664
318.0	318.42105	-17.053636837653094	58.51422595519803
319.0	319.42107	-11.635660860922311	58.25353578897726
320.0	320.4211	-10.344150746829408	58.056190738026785
321.0	321.42112	-8.271665245289753	57.81716872583725
322.0	322.42114	-3.8390971659822877	60.746584957556514
323.0	323.42114	-2.8175583155559205	59.7932178393572
324.0	324.42112	3.9324874322043146	65.04519580291415
325.0	325.42109	-2.1521062518326564	58.705947009196876
326.0	326.42106	-4.001621434807487	60.09036192930123
327.0	327.421	9.2069592157851	61.55007603912102
328.0	328.42093	-5.525200938259125	60.984234036684995
329.0	329.42086	2.175376333240233	61.23298384293684
330.0	330.42078	8.161422370322356	61.37147010113315
331.0	331.42069	10.908683400811523	60.99329724584082
332.0	332.42058	18.609676599177998	65.5994369657198
333.0	333.42046	18.83981709524804	67.08115071869574
334.0	334.42032	12.156452771227467	55.794362895493954
335.0	335.42021	27.420084221244018	68.57742241796521
336.0	336.42015	23.029811683716154	63.519237628740605
337.0	337.4201	27.329472093174243	66.02098937640616
338.0	338.42009	28.53788749055073	61.40749864774111
339.0	339.42008	60.72432172107846	57.931831986230684
340.0	340.42009	60.756052911107616	57.926476894295156
341.0	341.42011	61.470215423388055	62.288267428551656
342.0	342.42013	63.820528842435785	59.60617597809804
343.0	343.42014	62.10199957626302	57.28978081027478
344.0	344.42015	66.43439575675312	61.065703669753596
345.0	345.42015	58.64565893842736	59.86592016404953
346.0	346.42017	68.16054889145813	60.534871814191376
347.0	347.42019	60.54126055240715	53.412564399538574
348.0	348.42022	61.45953352289603	53.424113600285914
349.0	349.42024	59.360501903212814	50.951884572487295
350.0	350.42026	69.81931119898019	59.287688656884804
351.0	351.42028	68.52237497413809	55.989067475568824
352.0	352.42031	79.16220968968949	53.94611511011402
353.0	353.42034	63.59151223286419	51.7231801024614
354.0	354.42037	66.97651127999396	49.165378059467606
355.0	355.42039	72.24282548258881	46.316015403779026
356.0	356.42043	53.699597978732214	43.492335592768484
357.0	357.42046	46.3600654703564	41.54933703850048
358.0	358.42049	54.55814722199015	40.008888797677436
359.0	359.42052	45.444648999322105	31.96145728110182
360.0	360.42055	37.327005673012984	21.93483083055283
