Version	KoJaC2_v7r2	 ACFG	 INTERNAL 
Modfile	016cccc.mod
comment	VShape GPPC ZUM

Analysis name	.a016cccc_t2600a120d
Applied torque	2600.0
Rpm	200.0
Articulation angle	12.0




Powerflow 	Drive
JointType 	AAR_joint

Angle_Rot_Spider.LastRot	Angle_Rot_Tulip.LastRot	Force_Roller_Tulip_Total_JointRef.z	Force_Roller1_TulipTrack_tot.z	
0.0	0.43816	76.93376918417805	52.479155635235806
1.0	1.4382	81.95003306307987	51.1755614443572
2.0	2.43829	85.15670166505916	51.32341021954153
3.0	3.43842	78.17605115973116	49.406741169542286
4.0	4.43856	79.12522600164934	48.78145744201574
5.0	5.43866	77.00263157721865	47.19524192187275
6.0	6.43873	81.35030798773643	47.859098715199096
7.0	7.43888	96.35583509118834	47.278785469575254
8.0	8.43908	74.4098797133268	43.55869197658041
9.0	9.43932	79.10442300904975	38.349224003195594
10.0	10.43954	69.8808638851801	32.430325827290474
11.0	11.43979	51.94262736094193	12.344670241231245
12.0	12.44001	56.42746171921142	14.300370801240984
13.0	13.44018	45.205753067447006	1.762353323200837
14.0	14.44037	38.33348551930188	-8.44986548919044
15.0	15.44056	47.44221788414905	-15.10319005429967
16.0	16.44076	13.346858601963959	-22.3544464579856
17.0	17.44094	18.02857853820522	-29.319437585490384
18.0	18.44102	24.333203442600567	-37.86743115133586
19.0	19.44097	35.224504441258006	-40.59195856999178
20.0	20.44086	31.01829821629828	-35.44830982088946
21.0	21.44062	16.497735725292493	-37.69704302377128
22.0	22.44025	10.687657283500684	-34.06783029999357
23.0	23.4398	3.8759949725293836	-36.16254791997002
24.0	24.43934	3.633395370436759	-37.22083714814269
25.0	25.43892	-13.573081592900282	-35.54692673022961
26.0	26.43858	5.335254926249262	-36.2110143570879
27.0	27.43829	3.7066831052994895	-32.55020118256699
28.0	28.43806	4.09199874099579	-34.99184316366227
29.0	29.43783	-21.09420630689236	-35.51366358574362
30.0	30.43766	-30.23637229428129	-55.84135138888266
31.0	31.43754	-17.413419822051974	-42.222890403650716
32.0	32.43742	-32.145004018363444	-36.53341732824479
33.0	33.43732	-34.983988657289544	-36.80001724459742
34.0	34.43726	-40.068364678617826	-38.811154501121095
35.0	35.43723	-38.07033286159912	-29.721249373220576
36.0	36.43719	-55.927433879429564	-41.667792651245946
37.0	37.43718	-47.408265540132135	-29.36361041616546
38.0	38.43721	-56.5119637260088	-40.75866054863548
39.0	39.43722	-54.82630164003624	-41.15405289252757
40.0	40.43727	-75.71065892703297	-57.002746612678905
41.0	41.43732	-95.73920706977903	-84.68381429264166
42.0	42.43736	-90.33867915915106	-85.67877983392701
43.0	43.43743	-107.71521940042379	-87.2946015221062
44.0	44.43748	-105.29864639040278	-88.628666408946
45.0	45.43754	-109.96731362273113	-87.37318425428585
46.0	46.43761	-113.37489810657611	-88.36515708333323
47.0	47.43765	-105.13581276226799	-90.10227679330096
48.0	48.4377	-90.77570145949107	-75.58471179573827
49.0	49.43774	-110.56092051951185	-96.22877565920437
50.0	50.43779	-116.61879903055357	-94.49511674970533
51.0	51.43784	-105.17995507210027	-90.97931491399514
52.0	52.43788	-102.51880716684276	-90.86426315075506
53.0	53.43793	-110.9035172612848	-92.74483130732584
54.0	54.43798	-97.37293453341778	-92.8300698353012
55.0	55.43803	-111.7691012101224	-90.79768055662396
56.0	56.43807	-110.60322299700235	-91.72769384476666
57.0	57.43813	-101.77540363949811	-95.17263767660513
58.0	58.43818	-89.36402296467297	-85.84121676965545
59.0	59.43821	-108.28986757364771	-104.63385056910772
60.0	60.43825	-88.75203647533482	-101.19326965540439
61.0	61.43831	-85.65993477541475	-97.21313260097136
62.0	62.43841	-83.09774548185722	-93.72427659086755
63.0	63.43854	-76.69329023495153	-95.52722271059311
64.0	64.43869	-94.62459543326845	-99.45155563906918
65.0	65.43887	-80.435378859707	-90.74631359528163
66.0	66.43899	-79.24574800752666	-99.36859179467726
67.0	67.43915	-87.85708335792036	-99.89163458889239
68.0	68.43937	-75.56426390557193	-100.38199844954273
69.0	69.4396	-73.76101371482454	-101.96733188716517
70.0	70.43982	-82.99069820212601	-115.12816711157227
71.0	71.44004	-58.7300510807708	-104.41416061520131
72.0	72.44022	-68.51010431408504	-112.9619981531941
73.0	73.44039	-43.257564877227985	-105.54492201132743
74.0	74.44059	-49.45253409713383	-110.19723921368738
75.0	75.44078	-19.296293150366008	-110.40641786479597
76.0	76.44097	-22.099674899254254	-112.3864318774417
77.0	77.44113	-8.363891304235494	-112.24120051863736
78.0	78.44119	-31.34029021402024	-133.6299051628582
79.0	79.4411	-34.4275180107677	-138.12800204765813
80.0	80.441	-25.827696609565375	-130.41706273295299
81.0	81.44077	-17.35986513146361	-124.80911637673448
82.0	82.44038	-10.938611739204958	-113.58134131750428
83.0	83.43991	4.069698986334779	-104.98690342668078
84.0	84.43941	-2.205565466330455	-102.33182570785972
85.0	85.439	-4.362291798179165	-104.12158036355216
86.0	86.43865	-3.3071895498402455	-98.64170843193692
87.0	87.43833	2.162821339070774	-99.0392357924599
88.0	88.43807	0.02583753526825205	-101.47884875976798
89.0	89.43787	1.1704217084667479	-95.65542336913195
90.0	90.4377	21.79675823973181	-79.80678477752586
91.0	91.43753	23.775384132111615	-86.53058037712286
92.0	92.43738	19.146259631020175	-84.33443882214624
93.0	93.4373	46.75238127291981	-65.74038298986328
94.0	94.43723	43.107318396206914	-66.08715277196254
95.0	95.43715	42.97959351695101	-61.99512162853271
96.0	96.43713	52.09301856137946	-56.35498164513285
97.0	97.43712	60.41114982353373	-52.9734416500988
98.0	98.43712	58.85300217274128	-53.106589062130006
99.0	99.43714	57.117732911717056	-46.95537734055813
100.0	100.43717	106.17790618639329	-54.046885200324056
101.0	101.43721	95.18415393824174	-53.2705055292683
102.0	102.43727	107.39893912384862	-53.23118500845397
103.0	103.43734	101.23740869921149	-53.38152703979421
104.0	104.43738	100.3085885151025	-52.42096641285073
105.0	105.43744	110.71140473450883	-47.342563415625385
106.0	106.43748	108.62497981677244	-55.38061052594933
107.0	107.43754	99.79441289208464	-57.02176868241461
108.0	108.43759	107.64192140375395	-54.652443734818235
109.0	109.43764	93.97997569429903	-57.84118849427449
110.0	110.43771	112.95273012509469	-58.319499297942954
111.0	111.43775	105.71927260695078	-59.15057823152746
112.0	112.43781	87.77764079321891	-57.11072447382513
113.0	113.43785	112.3886455311994	-59.93813941751158
114.0	114.43791	103.38347422867224	-60.9057039688525
115.0	115.43796	116.54141052362314	-60.943686279589706
116.0	116.43801	107.54365016190457	-61.375520050472545
117.0	117.43806	109.2230354189186	-61.555222821802516
118.0	118.43811	102.48414452647198	-58.48966353845747
119.0	119.43814	100.00785681588386	-60.94800114781514
120.0	120.43816	84.93850721432169	-63.0376115277533
121.0	121.43821	81.99423294241967	-63.524239770796186
122.0	122.4383	83.23333694069349	-62.44769952528055
123.0	123.43841	82.27890343591692	-62.97706838543926
124.0	124.43855	87.90668095826832	-66.30414646999542
125.0	125.43866	84.92373693436332	-62.9752895859192
126.0	126.43874	76.14333370739408	-62.9127805643635
127.0	127.43887	92.82864237153026	-62.94853556936641
128.0	128.43908	91.39554089333706	-63.37446369496238
129.0	129.43931	87.09843818449094	-63.54075459626557
130.0	130.43954	73.00188067730927	-64.5223523713576
131.0	131.43977	68.3361594840503	-63.92684447585675
132.0	132.44001	50.156479871504125	-64.8697942439682
133.0	133.44019	48.23098556918741	-60.81871720544026
134.0	134.44035	37.29132956118398	-63.82133669454107
135.0	135.44055	46.28695020916795	-65.1084024085821
136.0	136.44074	8.227024204681145	-64.6930666676157
137.0	137.44095	11.008765279193224	-65.11272923580847
138.0	138.44103	46.17054845523157	-64.7274330941392
139.0	139.44098	26.133191031024978	-65.21977310801839
140.0	140.44088	31.42873627645358	-61.48490213883677
141.0	141.44061	12.842927376791415	-65.67130207280695
142.0	142.44026	11.460614933157773	-67.3402178148163
143.0	143.4398	-2.9218569876415255	-67.86035318893596
144.0	144.43932	2.480879675423878	-60.04109259946735
145.0	145.43892	-2.426751764839849	-66.81432972403046
146.0	146.43857	2.2230803710726694	-66.88411637098935
147.0	147.43829	-12.235623590464575	-66.7037474720609
148.0	148.43805	6.0358005402291175	-64.34825790984897
149.0	149.43784	-4.1200366532072845	-66.82339804768147
150.0	150.43765	-14.521793547694072	-67.3976861852778
151.0	151.43753	-18.357019951637252	-63.94315482965227
152.0	152.43743	-32.407881380591824	-67.4518219177196
153.0	153.43733	-26.105040072347318	-68.38098407609492
154.0	154.43726	-25.808761518797805	-63.16898196810463
155.0	155.43723	-61.16219832297642	-79.58440953002895
156.0	156.43719	-48.4402490923356	-65.52092766990225
157.0	157.43718	-46.658615687072654	-61.75093271543745
158.0	158.43719	-57.574162580950805	-71.46255065642933
159.0	159.43721	-67.25669167860819	-69.73404305874998
160.0	160.43724	-71.37611367561942	-69.91136526762624
161.0	161.4373	-113.12347803777048	-65.35725476119619
162.0	162.43735	-104.1498662107972	-73.45700758810091
163.0	163.4374	-118.97753852361349	-71.62587055138688
164.0	164.43746	-105.02600737619747	-71.87199284772024
165.0	165.43751	-95.93605715106035	-70.8532876293659
166.0	166.43756	-114.06491837738764	-69.79705195560119
167.0	167.43762	-117.93281648907113	-74.43700276997292
168.0	168.43767	-105.01345267467104	-70.94160358849487
169.0	169.43772	-117.8311110049224	-81.68031351617718
170.0	170.43776	-104.34433591540336	-75.35722019173942
171.0	171.4378	-96.69394160157978	-72.00945536563756
172.0	172.43784	-111.0449992966425	-75.9303054776124
173.0	173.43789	-113.13395361160502	-80.89353187449485
174.0	174.43795	-108.68008671040386	-75.86323619365079
175.0	175.438	-117.45388219428004	-72.64708807465158
176.0	176.43806	-101.51259796341982	-71.43356833050103
177.0	177.43811	-103.12139247631082	-70.45285823912974
178.0	178.43815	-94.82797305767197	-69.04180160891183
179.0	179.43817	-99.69119005596546	-64.98180289391277
180.0	180.4382	-91.426183119667	-56.15451629961618
181.0	181.43826	-77.10660668314063	-52.06775926980188
182.0	182.43837	-90.93146926180526	-51.16023648984401
